,0
325,1491.0079999999998
326,1486.009
327,1673.0079999999998
328,1673.007
329,1660.0079999999998
330,2024.008
331,2024.007
332,1829.007
333,1673.004
334,1686.003
335,1673.003
336,1491.002
337,1283.003
338,1478.003
339,1460.005
340,1460.005
341,1439.0059999999999
342,1621.007
343,1816.0059999999999
344,2193.006
345,2011.0049999999999
346,1985.007
347,2011.0049999999999
348,1790.0069999999998
349,1603.0059999999999
350,1218.004
351,1205.005
352,1205.005
353,1218.004
354,1192.0059999999999
355,1400.005
356,1413.004
357,1595.004
358,1595.004
359,1608.003
360,1972.005
361,1959.004
362,1777.003
363,1556.004
364,1335.0059999999999
365,1335.0059999999999
366,1348.0049999999999
367,1166.004
368,1348.0049999999999
369,1361.004
370,1335.0059999999999
371,1348.005
372,1543.005
373,1725.0059999999999
374,1946.003
375,1699.005
376,1673.0049999999999
377,1686.004
378,1465.0059999999999
379,1478.0049999999999
380,1075.0059999999999
381,1075.0049999999999
382,1075.0049999999999
383,1062.0049999999999
384,1062.0049999999999
385,1244.0059999999999
386,1244.0059999999999
387,1413.0079999999998
388,1413.0069999999998
389,1426.0059999999999
390,1790.0069999999998
391,1790.0069999999998
392,1595.0059999999999
393,1374.008
394,1192.006
395,1205.005
396,1205.004
397,1023.003
398,1036.002
399,1036.002
400,1036.002
401,1036.002
402,1023.002
403,1205.003
404,1582.003
405,1361.0049999999999
406,1387.002
407,1387.002
408,1387.002
409,1387.001
410,1192.001
411,1205.0
412,1205.0
413,1205.002
414,1242.002
415,1437.002
416,1424.0049999999999
417,1593.0069999999998
418,1593.0069999999998
419,1643.0059999999999
420,2096.004
421,2096.004
422,1901.004
423,1706.0059999999999
424,1353.0059999999999
425,1403.004
426,1353.0049999999999
427,1058.0069999999998
428,1171.004
429,1166.0059999999999
430,924.0059999999999
431,869.0079999999998
432,1114.0069999999998
433,1296.0079999999998
434,1686.0079999999998
435,1496.0069999999998
436,1446.0079999999998
437,1446.0079999999998
438,1420.0099999999998
439,1420.0089999999998
440,1275.0069999999998
441,1275.0059999999999
442,1325.0049999999999
443,1325.004
444,1225.0049999999999
445,1565.004
446,1760.004
447,2005.002
448,1905.004
449,1905.004
450,2345.0029999999997
451,2295.004
452,2245.004
453,2050.0029999999997
454,1660.003
455,1710.002
456,1660.003
457,1465.001
458,1465.001
459,1465.0
460,1270.0
461,1270.0
462,1465.0
463,1855.0
464,2240.001
465,1850.001
466,1655.001
467,1660.0
468,1660.0
469,1660.0
470,1465.0
471,1465.0
472,1270.0
473,1270.0
474,1270.0
475,1660.0
476,1855.0
477,2245.0
478,2245.0
479,2245.0
480,2635.0
481,2635.0
482,2635.0
483,2245.0
484,1855.0
485,1855.0
486,1855.0
487,1660.0
488,1660.0
489,1655.001
490,1660.0
491,1660.0
492,1855.0
493,2245.0
494,2635.0
495,2245.0
496,2050.0
497,1855.0
498,1855.0
499,1855.0
500,1855.0
501,1855.0
502,1660.0
503,1660.0
504,1660.0
505,2050.0
506,2245.0
507,2440.0
508,2440.0
509,2440.0
510,2635.0
511,2635.0
512,2830.0
513,2440.0
514,2050.0
515,2050.0
516,2050.0
517,1855.0
518,1855.0
519,1850.001
520,1855.0
521,1855.0
522,2050.0
523,2435.001
524,2825.001
525,2435.001
526,2240.001
527,2440.0
528,2440.0
529,2440.0
530,2045.001
531,2245.0
532,1855.0
533,1855.0
534,1660.0
535,2245.0
536,2440.0
537,2435.001
538,2440.0
539,2440.0
540,2635.0
541,2635.0
542,2830.0
543,2440.0
544,2245.0
545,2245.0
546,2245.0
547,2050.0
548,2050.0
549,2245.0
550,2245.0
551,2245.0
552,2440.0
553,2440.0
554,2830.0
555,2440.0
556,2440.0
557,2435.001
558,2435.001
559,2435.001
560,2245.0
561,2245.0
562,1855.0
563,2050.0
564,1660.0
565,2050.0
566,2050.0
567,2245.0
568,2245.0
569,2245.0
570,2440.0
571,2440.0
572,2635.0
573,2440.0
574,2245.0
575,2050.0
576,2050.0
577,1855.0
578,1855.0
579,1855.0
580,1855.0
581,1850.001
582,2050.0
583,2440.0
584,3025.0
585,2435.001
586,2635.0
587,2635.0
588,2440.0
589,2440.0
590,2245.0
591,2245.0
592,1855.0
593,1855.0
594,1660.0
595,2050.0
596,2050.0
597,2245.0
598,2440.0
599,2440.0
600,2635.0
601,2635.0
602,3025.0
603,2635.0
604,2440.0
605,2440.0
606,2440.0
607,2050.0
608,2050.0
609,2045.001
610,1850.001
611,1855.0
612,2050.0
613,2440.0
614,2830.0
615,2440.0
616,2440.0
617,2635.0
618,2440.0
619,2440.0
620,2440.0
621,2435.001
622,2045.001
623,2045.001
624,1855.0
625,2050.0
626,2050.0
627,2245.0
628,2440.0
629,2635.0
630,2830.001
631,2830.001
632,3025.001
633,2635.001
634,2245.001
635,2245.001
636,2245.001
637,1855.001
638,2050.001
639,2050.001
640,2245.001
641,2050.001
642,2440.001
643,2830.0020000000004
644,3025.0020000000004
645,2635.0020000000004
646,2635.0020000000004
647,2830.0020000000004
648,2635.0020000000004
649,2635.0020000000004
650,2440.0020000000004
651,2635.0020000000004
652,2245.0020000000004
653,2245.0020000000004
654,2440.0020000000004
655,2830.0020000000004
656,2830.003
657,3025.003
658,3025.003
659,3025.003
660,3020.004
661,3020.004
662,3220.003
663,2830.003
664,2440.003
665,2440.003
666,2440.003
667,1855.004
668,2050.004
669,2050.004
670,2100.004
671,1905.0040000000001
672,2295.004
673,2685.0060000000003
674,2875.0070000000005
675,2685.0060000000003
676,2735.0060000000003
677,3125.0060000000003
678,2685.007
679,2685.007
680,2490.0069999999996
681,2635.0080000000003
682,2245.008
683,2050.008
684,2050.008
685,2440.0080000000003
686,2490.008
687,2685.0080000000003
688,2880.0080000000003
689,2680.009
690,2925.0080000000003
691,3320.0070000000005
692,3120.0080000000003
693,3125.0070000000005
694,2785.0060000000003
695,2785.0060000000003
696,2785.0060000000003
697,2200.0060000000003
698,2195.007
699,2345.0070000000005
700,2395.0060000000003
701,2150.007
702,2490.0080000000007
703,2880.0080000000007
704,3220.009000000001
705,3025.0090000000005
706,3025.0090000000005
707,3415.009000000001
708,3220.009000000001
709,3320.0070000000005
710,3075.0080000000007
711,3125.0070000000005
712,2785.0060000000003
713,2785.0060000000003
714,2585.0070000000005
715,2785.0060000000003
716,2640.005
717,3030.0050000000006
718,3225.0050000000006
719,3175.0080000000003
720,3320.030000000002
721,3686.032000000002
722,3491.0350000000026
723,3296.0360000000023
724,2906.038000000002
725,3077.0380000000027
726,3280.040000000003
727,3069.039000000003
728,3129.040000000003
729,2908.046000000003
730,2713.0470000000028
731,2518.0490000000013
732,2908.0510000000027
733,3111.0520000000024
734,3664.0540000000033
735,3664.0540000000033
736,3835.0540000000033
737,3835.059000000003
738,3632.061000000003
739,3642.0640000000035
740,3618.0650000000037
741,3789.067000000003
742,3407.0670000000036
743,3578.0680000000034
744,3920.0670000000027
745,4035.066000000004
746,4238.069000000003
747,4628.070000000003
748,4888.072000000003
749,4956.072000000003
750,5346.072000000004
751,5601.071000000004
752,5705.070000000003
753,5510.072000000004
754,4790.073000000002
755,4970.073000000002
756,5157.071000000003
757,4724.073000000002
758,4732.074000000002
759,4912.072000000003
760,4852.074000000002
761,4657.076000000003
762,5286.074000000002
763,5712.072000000002
764,6126.074000000002
765,5967.078000000003
766,5609.079000000003
767,6083.077000000004
768,5939.080000000004
769,6075.077000000003
770,5685.080000000003
771,6079.080000000004
772,6047.085000000004
773,6055.086000000004
774,6123.085000000004
775,6250.088000000004
776,6505.091000000003
777,6904.086000000003
778,7154.087000000003
779,6938.090000000003
780,7453.0930000000035
781,7476.0930000000035
782,7292.092000000004
783,7373.088000000003
784,6861.085000000003
785,6921.084000000003
786,6921.084000000003
787,6523.081000000002
788,6472.080000000001
789,6388.084000000001
790,6201.0830000000005
791,5962.082000000001
792,6257.080000000001
793,6647.080000000001
794,6972.082000000001
795,6722.082000000001
796,6714.083000000001
797,7164.082000000002
798,6909.083000000001
799,7148.080000000002
800,6917.082000000001
801,7156.083000000002
802,7029.081000000002
803,6782.081000000001
804,6671.081000000002
805,6918.081000000002
806,6534.090000000002
807,6566.090000000002
808,6685.093000000003
809,6641.088000000002
810,7007.091000000002
811,6939.092000000002
812,7067.085000000002
813,7143.080000000003
814,6550.0790000000015
815,6542.0790000000015
816,6578.073000000002
817,6061.0700000000015
818,5949.0700000000015
819,5865.0700000000015
820,5535.065000000001
821,4989.067000000001
822,5327.067000000001
823,5530.0650000000005
824,6115.0610000000015
825,5895.062000000001
826,6090.062000000001
827,6300.062000000001
828,5829.065000000001
829,5511.059000000001
830,5324.057000000002
831,5643.059000000003
832,5089.062000000002
833,4403.064000000002
834,4379.063000000003
835,4945.059000000003
836,4937.059000000003
837,5132.057000000003
838,5379.056000000003
839,5363.056000000002
840,5573.057000000003
841,5438.059000000003
842,5183.057000000003
843,4757.058000000004
844,4358.058000000003
845,4462.055000000002
846,4096.056000000002
847,3877.053000000002
848,4024.054000000002
849,4100.051000000001
850,3964.047000000002
851,3964.0420000000026
852,4668.040000000003
853,4668.040000000003
854,5050.036000000002
855,4847.037000000002
856,4899.033000000001
857,5324.033000000002
858,5121.0300000000025
859,5479.028000000002
860,5089.026000000002
861,5284.023000000002
862,5089.020000000001
863,5089.019000000001
864,4918.018000000001
865,5173.015000000001
866,5053.013000000002
867,5243.014000000001
868,5609.008000000001
869,5414.008000000001
870,5975.006
871,5780.006
872,5390.006
873,5390.006
874,5371.004000000001
875,5371.004000000001
876,5542.003000000001
877,4786.004000000001
878,4786.004000000001
879,4586.005000000001
880,4391.005000000001
881,4591.004
882,5005.005000000001
883,5005.005000000001
884,5395.005000000001
885,5395.005000000001
886,5053.0070000000005
887,5248.0070000000005
888,5248.0070000000005
889,5638.0070000000005
890,5443.0070000000005
891,5638.007000000001
892,5443.0070000000005
893,5443.0070000000005
894,5248.0070000000005
895,5077.008000000001
896,5077.008000000001
897,5272.008000000001
898,5443.007000000001
899,5248.007000000001
900,5980.005000000001
901,5785.005000000001
902,5200.005000000001
903,5200.005000000001
904,4805.006000000001
905,5005.005000000001
906,5005.005000000001
907,4444.006000000001
908,4444.006000000001
909,4249.006000000001
910,3859.006000000001
911,4030.005000000001
912,4810.005000000001
913,4810.005000000001
914,5029.006000000001
915,4858.007000000001
916,4853.008000000002
917,4882.008000000002
918,4882.008000000002
919,5077.008000000002
920,5248.007000000001
921,5443.007000000001
922,5248.007000000001
923,5248.007000000001
924,5248.007000000001
925,5248.007000000001
926,5248.007000000001
927,5248.007000000001
928,5419.006000000001
929,5224.006000000001
930,5809.006000000001
931,5443.007000000001
932,5224.006000000001
933,5224.006000000001
934,5029.006000000001
935,5029.006000000001
936,5029.006000000001
937,4834.006000000001
938,5000.006000000001
939,5005.005000000001
940,4615.005000000001
941,4444.006000000001
942,4834.006000000001
943,4834.006000000001
944,5200.005000000001
945,5029.006
946,5029.006
947,5005.005000000001
948,5176.004000000001
949,5371.004000000001
950,5147.004000000001
951,5737.003000000001
952,5713.002
953,5713.002
954,5542.003000000001
955,5347.003000000001
956,5518.002
957,5737.005000000001
958,5737.007000000001
959,5743.009000000001
960,6328.030000000004
961,6127.032000000005
962,5590.038000000004
963,5831.036000000004
964,5660.038000000004
965,5868.038000000004
966,5940.036000000004
967,5745.038000000004
968,5745.039000000004
969,5550.041000000005
970,4989.042000000004
971,4802.041000000004
972,5264.039000000003
973,5334.038000000003
974,5612.036000000003
975,5682.038000000004
976,5874.037000000004
977,5874.0400000000045
978,5681.0400000000045
979,5920.042000000003
980,5723.045000000004
981,6115.045000000003
982,5920.047000000003
983,5720.048000000003
984,5522.048000000003
985,5594.047000000003
986,5664.047000000003
987,5594.049000000004
988,5436.050000000003
989,5631.050000000003
990,6230.049000000004
991,6284.051000000004
992,6091.051000000004
993,6097.050000000004
994,6290.0530000000035
995,6080.0580000000045
996,5896.060000000005
997,5898.063000000005
998,6106.062000000004
999,5711.063000000005
1000,5381.066000000004
1001,5164.066000000004
1002,5616.068000000005
1003,5892.067000000005
1004,6282.070000000004
1005,6101.0710000000045
1006,5745.072000000006
1007,5745.072000000006
1008,5965.069000000005
1009,6152.070000000005
1010,5604.075000000005
1011,6020.073000000006
1012,5811.074000000005
1013,6028.070000000005
1014,5642.068000000005
1015,5507.068000000005
1016,5528.066000000004
1017,5793.067000000005
1018,5593.068000000005
1019,5514.072000000005
1020,6167.072000000005
1021,6167.074000000004
1022,5970.076000000005
1023,6064.075000000004
1024,6081.077000000005
1025,6261.0800000000045
1026,6266.0800000000045
1027,6202.084000000004
1028,6327.087000000005
1029,6114.091000000006
1030,5737.091000000006
1031,5357.091000000006
1032,5684.093000000006
1033,5686.093000000006
1034,5807.094000000006
1035,5822.092000000006
1036,5848.092000000006
1037,5653.094000000006
1038,5861.096000000007
1039,6058.098000000006
1040,5934.100000000007
1041,6270.103000000007
1042,5546.109000000007
1043,5559.1080000000065
1044,5190.107000000006
1045,5261.106000000007
1046,5064.109000000005
1047,5520.111000000006
1048,5117.1120000000055
1049,4597.111000000006
1050,5161.114000000007
1051,4810.1170000000075
1052,4861.113000000008
1053,4698.114000000007
1054,5081.116000000007
1055,5107.115000000007
1056,5225.121000000008
1057,5039.120000000008
1058,5260.121000000008
1059,5409.120000000009
1060,5284.119000000009
1061,5445.119000000009
1062,6173.121000000008
1063,6237.119000000008
1064,6430.1220000000085
1065,5937.127000000007
1066,5737.1300000000065
1067,5942.125000000008
1068,5785.125000000009
1069,6294.125000000007
1070,5965.1260000000075
1071,6438.124000000007
1072,6090.124000000007
1073,5689.127000000006
1074,5046.128000000006
1075,5073.127000000006
1076,4691.131000000004
1077,5005.135000000005
1078,4826.137000000004
1079,4945.132000000004
1080,3892.126000000003
1081,3699.125000000003
1082,3769.126000000003
1083,3701.1270000000036
1084,4036.1250000000036
1085,4036.126000000004
1086,4198.127000000005
1087,4083.126000000003
1088,4218.123000000003
1089,4212.126000000004
1090,4001.1270000000036
1091,3642.1240000000025
1092,3465.130000000003
1093,3751.128000000003
1094,3875.132000000003
1095,3825.132000000003
1096,3424.1340000000023
1097,3379.130000000001
1098,3318.1280000000006
1099,3382.1300000000024
1100,3193.1310000000003
1101,3801.1350000000034
1102,3572.1340000000027
1103,3539.1330000000025
1104,2988.130000000003
1105,2999.1310000000026
1106,3003.1330000000025
1107,3421.1340000000023
1108,3441.135000000002
1109,3471.1390000000024
1110,3794.141000000004
1111,4176.140000000003
1112,4313.144000000003
1113,4151.142000000003
1114,4814.140000000003
1115,4689.144000000004
1116,4892.145000000004
1117,4602.144000000004
1118,4793.146000000003
1119,4651.1560000000045
1120,4492.155000000004
1121,3959.1530000000025
1122,3901.1550000000025
1123,3751.1560000000018
1124,3848.152000000002
1125,3852.151000000002
1126,3673.152000000002
1127,3551.1510000000007
1128,3610.149000000001
1129,3642.148000000001
1130,3682.1470000000013
1131,4092.147000000002
1132,3896.1470000000018
1133,4083.144000000003
1134,3448.143000000001
1135,3522.1450000000023
1136,3570.147000000002
1137,4007.1480000000042
1138,4035.1470000000045
1139,4027.151000000005
1140,4215.153000000005
1141,4480.152000000005
1142,4825.149000000006
1143,4929.147000000005
1144,5186.147000000005
1145,5305.144000000005
1146,5340.146000000005
1147,4969.145000000004
1148,4960.148000000004
1149,4924.149000000003
1150,4725.150000000003
1151,4125.1510000000035
1152,4167.147000000003
1153,3935.151000000002
1154,4006.1470000000018
1155,3926.1530000000016
1156,4024.156
1157,3792.1620000000003
1158,3936.158
1159,3949.157
1160,4176.155000000002
1161,4540.159000000002
1162,4517.159000000003
1163,4647.156000000004
1164,4384.161000000004
1165,4365.164000000003
1166,4365.163000000001
1167,4718.169000000004
1168,4764.1690000000035
1169,4933.169000000005
1170,4964.169000000005
1171,5126.171000000006
1172,5316.170000000006
1173,5165.1700000000055
1174,5535.168000000006
1175,5397.1700000000055
1176,5539.166000000006
1177,4979.164000000003
1178,4750.171000000003
1179,4555.174000000003
1180,4586.174000000003
1181,4051.170000000002
1182,4105.172000000003
1183,3935.1770000000015
1184,4066.170000000002
1185,4449.173000000003
1186,4301.171000000003
1187,4505.1690000000035
1188,4432.172000000003
1189,4309.171000000002
1190,4460.171000000003
1191,4794.175000000005
1192,4643.171000000003
1193,4624.175000000003
1194,4505.175000000001
1195,4594.175000000001
1196,4781.175000000001
1197,4839.178000000005
1198,4764.1780000000035
1199,4850.175000000004
1200,4292.164000000001
1201,4488.1680000000015
1202,4520.1630000000005
1203,4328.165000000001
1204,4611.166000000002
1205,4567.1680000000015
1206,4594.166000000002
1207,4241.1630000000005
1208,4449.161000000001
1209,4678.161000000002
1210,4694.1590000000015
1211,4551.1590000000015
1212,4342.1630000000005
1213,4325.164
1214,4288.16
1215,4324.156
1216,4333.157
1217,4106.1539999999995
1218,4284.155
1219,3991.1559999999986
1220,4070.1529999999984
1221,4251.154
1222,4075.152
1223,3856.154
1224,3595.155999999999
1225,3501.160999999999
1226,3700.155999999999
1227,4079.157
1228,3858.150999999999
1229,4091.153000000001
1230,4089.1540000000014
1231,4067.1540000000005
1232,4194.155000000001
1233,4220.152
1234,4252.157000000001
1235,4134.158000000001
1236,4126.1590000000015
1237,3916.1610000000014
1238,3669.166999999998
1239,3660.165999999998
1240,3652.1699999999973
1241,3620.168999999999
1242,3958.163999999999
1243,4144.164000000001
1244,4082.1670000000004
1245,3915.163999999999
1246,3874.163999999999
1247,3737.1629999999973
1248,4062.158999999999
1249,4271.156999999999
1250,4318.156999999999
1251,4513.155000000001
1252,4297.157000000001
1253,4050.156
1254,3854.155999999999
1255,3799.1569999999983
1256,4076.1529999999984
1257,4426.152
1258,4101.151
1259,4267.154
1260,4444.156
1261,4560.159000000001
1262,4446.161000000001
1263,4429.163000000001
1264,4381.164000000001
1265,4586.162000000001
1266,4481.163000000002
1267,4210.166000000001
1268,4067.169000000001
1269,3930.1640000000007
1270,3778.163999999999
1271,3427.1609999999973
1272,3593.163999999997
1273,3880.1580000000004
1274,3830.160999999999
1275,3670.155999999997
1276,3610.1579999999967
1277,3244.154999999998
1278,3623.1569999999974
1279,3645.154999999997
1280,3651.1529999999966
1281,3686.150999999997
1282,3516.1469999999977
1283,3699.1489999999985
1284,3486.1499999999974
1285,3942.1489999999985
1286,3909.1529999999984
1287,4389.149
1288,4145.148
1289,4194.152000000001
1290,4275.149000000001
1291,4605.146000000002
1292,4598.147000000001
1293,4344.148
1294,4483.149
1295,4056.1519999999996
1296,3958.157
1297,3792.155
1298,3709.154999999998
1299,3505.1569999999974
1300,3470.1569999999974
1301,3129.1569999999965
1302,3419.152999999997
1303,3578.154999999997
1304,3681.150999999997
1305,3685.148999999997
1306,3731.148999999997
1307,3524.150999999997
1308,4035.150999999998
1309,4075.150999999998
1310,4067.152999999998
1311,4318.156
1312,4050.157
1313,4020.157
1314,3699.159999999998
1315,4072.1630000000005
1316,3820.1659999999983
1317,4004.166
1318,3363.164999999998
1319,3635.1629999999977
1320,3789.1600000000008
1321,3998.157000000001
1322,3999.1580000000013
1323,3616.158999999999
1324,3827.1540000000014
1325,3948.1550000000016
1326,3909.1570000000015
1327,4046.152000000001
1328,4092.1560000000013
1329,3704.1529999999975
1330,3644.1519999999973
1331,3297.145999999997
1332,3477.1439999999975
1333,3412.145999999998
1334,3397.1439999999975
1335,3354.1449999999977
1336,3416.1399999999976
1337,3082.1429999999978
1338,3647.145999999999
1339,3677.1449999999986
1340,3292.1429999999978
1341,3551.1409999999983
1342,3335.1409999999987
1343,3282.146999999998
1344,3510.1429999999987
1345,3699.1409999999987
1346,3672.1429999999987
1347,3866.1479999999992
1348,3405.145999999997
1349,3837.143
1350,3786.143
1351,3962.143
1352,3945.142
1353,3826.139
1354,3484.136999999997
1355,3674.136999999998
1356,3796.1389999999983
1357,3801.1389999999983
1358,3732.141999999998
1359,3203.1429999999973
1360,3328.1459999999975
1361,3124.1429999999973
1362,2896.1449999999973
1363,3110.141999999997
1364,3163.1399999999976
1365,2768.1409999999973
1366,2538.145999999997
1367,2555.1449999999977
1368,2891.1439999999975
1369,2765.150999999997
1370,2758.1499999999974
1371,2788.1479999999974
1372,2840.1459999999975
1373,2780.1459999999975
1374,3043.1419999999976
1375,3019.1439999999975
1376,3229.1419999999976
1377,3422.1429999999996
1378,2823.145999999997
1379,3434.1410000000005
1380,3461.1370000000006
1381,3471.135
1382,3671.1330000000003
1383,3866.131000000001
1384,3427.130000000001
1385,3599.132000000001
1386,3792.1330000000007
1387,3203.13
1388,3015.129
1389,2607.131999999998
1390,2607.1309999999976
1391,2709.131999999998
1392,2686.1269999999977
1393,2504.123999999998
1394,2482.1249999999977
1395,2072.1249999999977
1396,1817.1279999999979
1397,1858.128999999998
1398,2309.1259999999975
1399,2314.123999999998
1400,2085.1249999999977
1401,2042.1299999999976
1402,1750.130999999998
1403,1797.126999999998
1404,1976.125999999998
1405,2134.127999999998
1406,2512.120999999998
1407,2724.118999999998
1408,2802.116999999998
1409,2996.115999999998
1410,2959.115999999998
1411,2920.1209999999983
1412,2882.118999999999
1413,3123.1169999999984
1414,3099.1189999999992
1415,3431.1220000000008
1416,3407.125000000001
1417,3030.120999999999
1418,2650.1169999999984
1419,2459.1189999999983
1420,2547.1209999999983
1421,2306.124999999998
1422,2701.125000000002
1423,2285.124999999998
1424,2153.1189999999983
1425,2141.115999999998
1426,1915.1169999999984
1427,1891.1189999999983
1428,2158.116999999998
1429,2137.117999999998
1430,1990.1179999999981
1431,1971.119999999998
1432,2486.1200000000003
1433,2736.1180000000004
1434,2710.1189999999997
1435,2909.118
1436,2711.125
1437,3187.1160000000013
1438,3246.117000000002
1439,3118.1170000000006
1440,1378.0559999999998
1441,1689.0489999999998
1442,2141.046
1443,2392.046
1444,2439.048
1445,2693.046
1446,2769.0439999999994
1447,2802.0449999999996
1448,2851.0429999999997
1449,2864.0449999999996
1450,2683.044
1451,2487.044
1452,2327.0399999999995
1453,2119.0399999999995
1454,2175.0369999999994
1455,1940.0399999999995
1456,1954.0379999999996
1457,1754.0409999999997
1458,1774.0399999999995
1459,1618.0369999999998
1460,1668.0329999999997
1461,1656.0309999999997
1462,1600.0309999999995
1463,1606.0269999999998
1464,1515.0309999999995
1465,1511.0289999999995
1466,1316.0259999999998
