,0
0,204.0470000000001
1,471.04200000000014
2,552.0410000000002
3,593.041
4,681.0369999999998
5,915.0349999999999
6,935.0379999999998
7,956.0409999999997
8,983.0429999999997
9,1010.0489999999995
10,1024.0469999999996
11,871.0459999999997
12,931.0409999999996
13,925.0419999999996
14,979.0379999999997
15,1028.0359999999996
16,1070.0319999999995
17,1084.0319999999997
18,883.0329999999996
19,842.0359999999995
20,1055.0269999999996
21,991.0239999999998
22,1157.0239999999997
23,1178.0209999999997
24,1108.0219999999995
25,1086.0199999999995
26,1071.0169999999998
27,1042.0179999999996
28,1014.0169999999998
29,1223.0139999999997
30,985.0129999999999
31,1105.0159999999998
32,903.0149999999999
33,890.0139999999999
34,1099.013
35,1105.012
36,1131.009
37,1097.013
38,1108.0069999999998
39,1101.0059999999999
40,1283.007
41,1140.004
42,1153.003
43,1153.003
44,971.0029999999999
45,984.002
46,971.0029999999999
47,958.0039999999999
48,971.0029999999999
49,776.0029999999999
50,607.002
51,763.007
52,750.008
53,763.0070000000001
54,776.006
55,789.005
56,789.005
57,776.006
58,750.0079999999999
59,984.0049999999999
60,997.0039999999999
61,1010.0049999999999
62,997.0059999999999
63,1010.0049999999999
64,1023.0039999999999
65,1010.0060000000001
66,997.008
67,1205.007
68,1244.004
69,1018.0069999999998
70,1226.0059999999999
71,1226.0059999999999
72,1239.0049999999999
73,1226.0059999999999
74,1049.0059999999999
75,1062.0049999999999
76,1075.005
77,880.006
78,854.008
79,867.007
80,659.0079999999999
81,854.0079999999999
82,841.01
83,841.0099999999999
84,880.007
85,854.0089999999998
86,880.0069999999998
87,867.0079999999998
88,919.0059999999999
89,1127.0069999999998
90,1127.0069999999998
91,958.0049999999999
92,958.0049999999999
93,971.0039999999999
94,1166.004
95,1153.0049999999999
96,1153.0049999999999
97,1543.0049999999999
98,1543.0049999999999
99,1348.0059999999999
100,1543.0059999999999
101,1530.007
102,1556.0049999999999
103,1530.0069999999998
104,1335.0079999999998
105,1322.009
106,1361.007
107,997.0049999999999
108,984.0069999999998
109,997.0059999999999
110,815.0049999999999
111,984.007
112,971.0079999999999
113,984.007
114,971.0079999999999
